date,revenue,net_income,operating_income,gross_profit,assets,equity,assets_current,liabilities_current,cash,debt_current,debt_noncurrent,shares,ebitda,operating_cashflow,free_cashflow,capex,current_ratio,gross_margin,operating_margin,profit_margin,roe,roa,price,market_cap,enterprise_value,eps,book_ps,revenue_ps,pe_ratio,pb_ratio,ps_ratio,ev_to_revenue,ev_to_ebitda,Ticker
2013-03-31,,9500000000.0,,,339639000000.0,167001000000.0,62594000000.0,70084000000.0,6214000000.0,5937000000.0,7061000000.0,,,13592000000.0,6098000000.0,7494000000.0,0.8931282461046743,,,,0.056885886910856824,0.027970874958411725,54.02549362182617,,,,,,,,,,,XOM
2013-06-30,,6860000000.0,,,341615000000.0,165647000000.0,62844000000.0,72688000000.0,4609000000.0,11861000000.0,7098000000.0,,,21275000000.0,5130000000.0,16145000000.0,0.8645718688091569,,,,0.04141336697917861,0.020081085432431246,54.544124603271484,,,,,,,,,,,XOM
2013-09-30,,7870000000.0,,,347564000000.0,169245000000.0,61303000000.0,72749000000.0,5310000000.0,13889000000.0,7014000000.0,,,,,25243000000.0,0.8426645039794362,,,,0.04650063517386038,0.022643311735392618,52.30118942260742,,,,,,,,,,,XOM
2013-12-31,,,,,346808000000.0,174003000000.0,59308000000.0,71724000000.0,4644000000.0,15808000000.0,6516000000.0,,,,,,0.8268919747922592,,,,,,61.9350700378418,,,,,,,,,,,XOM
2014-03-31,,9100000000.0,,,353033000000.0,176398000000.0,61864000000.0,70108000000.0,5601000000.0,9223000000.0,11786000000.0,,,,,7328000000.0,0.8824099960061619,,,,0.05158788648397374,0.025776627114179128,60.204246520996094,,,,,,,,,,,XOM
2014-06-30,,8780000000.0,,,358586000000.0,181155000000.0,64013000000.0,69529000000.0,6083000000.0,9948000000.0,11448000000.0,,,,,15870000000.0,0.9206661968387292,,,,0.04846678258949518,0.02448506076645491,62.47456359863281,,,,,,,,,,,XOM
2014-09-30,,8070000000.0,,,352764000000.0,180587000000.0,58595000000.0,65984000000.0,4962000000.0,10243000000.0,11238000000.0,,,,,24068000000.0,0.8880183074684772,,,,0.044687602097603925,0.022876483994965474,58.76701354980469,,,,,,,,,,,XOM
2014-12-31,,,,,349493000000.0,174399000000.0,52910000000.0,64633000000.0,4616000000.0,17468000000.0,11278000000.0,,,,,,0.8186220661272106,,,,,,58.1843376159668,,,,,,,,,,,XOM
2015-03-31,,4940000000.0,,,342961000000.0,171227000000.0,50658000000.0,55933000000.0,5184000000.0,13277000000.0,19155000000.0,,,,,6844000000.0,0.9056907371319257,,,,0.028850590152254024,0.014403970130714571,53.89825439453125,,,,,,,,,,,XOM
2015-06-30,,4190000000.0,,,348260000000.0,172668000000.0,51647000000.0,58372000000.0,4343000000.0,14409000000.0,18857000000.0,,,,,13953000000.0,0.8847906530528336,,,,0.024266221882456505,0.012031241026819043,53.19321060180664,,,,,,,,,,,XOM
2015-09-30,,4240000000.0,,,340662000000.0,170723000000.0,47234000000.0,54828000000.0,4296000000.0,14473000000.0,18790000000.0,,,,,20354000000.0,0.861494127088349,,,,0.024835552327454415,0.012446354451039447,47.97980499267578,,,,,,,,,,,XOM
2015-12-31,,,,,336758000000.0,170811000000.0,42623000000.0,53976000000.0,3705000000.0,18762000000.0,18687000000.0,,,,,,0.7896657773825404,,,,,,50.74150466918945,,,,,,,,,,,XOM
2016-03-31,,1810000000.0,,,342789000000.0,172187000000.0,44251000000.0,48726000000.0,4846000000.0,13540000000.0,28306000000.0,,,,,4601000000.0,0.9081599146246357,,,,0.010511827257574614,0.005280216109618453,54.9067268371582,,,,,,,,,,,XOM
2016-06-30,,1700000000.0,,,342473000000.0,170591000000.0,45828000000.0,51504000000.0,4358000000.0,14972000000.0,28247000000.0,,,,,8872000000.0,0.8897949673811743,,,,0.00996535573388983,0.004963894963982562,62.09132766723633,,,,,,,,,,,XOM
2016-09-30,,2650000000.0,,,339386000000.0,170597000000.0,42945000000.0,50021000000.0,5093000000.0,17239000000.0,27687000000.0,,,14686000000.0,2410000000.0,12276000000.0,0.8585394134463525,,,,0.01553368464861633,0.007808218370822603,58.30534362792969,,,,,,,,,,,XOM
2016-12-31,,,,,330314000000.0,167325000000.0,41416000000.0,47638000000.0,3657000000.0,13830000000.0,27707000000.0,,,,,,0.8693899827868509,,,,,,60.829978942871094,,,,,,,,,,,XOM
2017-03-31,56474000000.0,4010000000.0,,,344209000000.0,177151000000.0,43131000000.0,53374000000.0,4897000000.0,18483000000.0,23907000000.0,,,8173000000.0,5283000000.0,2890000000.0,0.8080900813129989,,,0.07100612671317774,0.022636056245801603,0.011649898753373676,55.77534866333008,,,,,,,,,,,XOM
2017-06-30,56026000000.0,3350000000.0,,,343012000000.0,179178000000.0,42180000000.0,50949000000.0,4042000000.0,17185000000.0,23531000000.0,,,15120000000.0,9132000000.0,5988000000.0,0.8278867102396514,,,0.05979366722593082,0.0186964917568005,0.009766422165988362,55.423301696777344,,,,,,,,,,,XOM
2017-09-30,59350000000.0,3970000000.0,,,349427000000.0,182276000000.0,45752000000.0,53777000000.0,4266000000.0,15741000000.0,23523000000.0,,,22655000000.0,11754000000.0,10901000000.0,0.8507726351414173,,,0.06689132266217354,0.02178015756325572,0.01136145747180384,56.82698059082031,,,,,,,,,,,XOM
2017-12-31,,,,,348691000000.0,187688000000.0,47134000000.0,57771000000.0,3177000000.0,17930000000.0,,,,,,,0.8158764778175901,,,,,,58.51424789428711,,,,,,,,,,,XOM
2018-03-31,65436000000.0,4650000000.0,,,348826000000.0,188195000000.0,48315000000.0,60306000000.0,4125000000.0,19836000000.0,,,,8519000000.0,5170000000.0,3349000000.0,0.8011640632772858,,,0.07106180084357235,0.024708414144902893,0.013330428351097682,52.730621337890625,,,,,,,,,,,XOM
2018-06-30,71456000000.0,3950000000.0,,,348790000000.0,187222000000.0,50555000000.0,62447000000.0,3430000000.0,20500000000.0,,,,16299000000.0,8023000000.0,8276000000.0,0.8095665124025173,,,0.055278772951186744,0.021097947890739335,0.011324865965193956,59.06209945678711,,,,,,,,,,,XOM
2018-09-30,76605000000.0,6240000000.0,,,354628000000.0,190365000000.0,53975000000.0,65288000000.0,5669000000.0,19413000000.0,,,,27407000000.0,13927000000.0,13480000000.0,0.8267216027447617,,,0.08145682396710398,0.03277913481995114,0.01759590331276718,61.32301712036133,,,,,,,,,,,XOM
2018-12-31,,,,,346196000000.0,191794000000.0,47973000000.0,57138000000.0,3042000000.0,17258000000.0,,,,,,,0.8395988659036018,,,,,,49.682498931884766,,,,,,,,,,,XOM
2019-03-31,63625000000.0,2350000000.0,,,356189000000.0,191222000000.0,51576000000.0,66632000000.0,4586000000.0,21794000000.0,,,,8338000000.0,3139000000.0,5199000000.0,0.7740425021010926,,,0.03693516699410609,0.012289380928972608,0.0065976209259690785,59.523582458496094,,,,,,,,,,,XOM
2019-06-30,69091000000.0,3130000000.0,,,360729000000.0,191377000000.0,51743000000.0,70287000000.0,4213000000.0,26195000000.0,,,,14285000000.0,2913000000.0,11372000000.0,0.7361674278316047,,,0.04530257197030004,0.016355152395533423,0.008676873775049969,57.09871292114258,,,,,,,,,,,XOM
2019-09-30,65049000000.0,3170000000.0,,,359361000000.0,189915000000.0,50008000000.0,64195000000.0,5351000000.0,21196000000.0,,,,23364000000.0,5707000000.0,17657000000.0,0.7790014798660332,,,0.0487324939660871,0.016691677855882894,0.008821213209001533,53.26726531982422,,,,,,,,,,,XOM
2019-12-31,,,,,362597000000.0,191650000000.0,50052000000.0,63989000000.0,3089000000.0,20578000000.0,,,,,,,0.7821969400990795,,,,,,53.275962829589844,,,,,,,,,,,XOM
2020-03-31,56158000000.0,-610000000.0,,,355804000000.0,182079000000.0,50249000000.0,64773000000.0,11412000000.0,27755000000.0,,,,6274000000.0,329000000.0,5945000000.0,0.7757707686844827,,,-0.010862210192670679,-0.00335019414649685,-0.001714427044102933,29.405704498291016,,,,,,,,,,,XOM
2020-06-30,32605000000.0,-1080000000.0,,,361495000000.0,180183000000.0,53016000000.0,57270000000.0,12576000000.0,22952000000.0,,,,6274000000.0,-4088000000.0,10362000000.0,0.9257202723939235,,,-0.03312375402545622,-0.005993906195368042,-0.002987593189394044,35.30473709106445,,,,,,,,,,,XOM
2020-09-30,46199000000.0,-680000000.0,,,358043000000.0,177400000000.0,48693000000.0,56468000000.0,8832000000.0,21911000000.0,,,,10663000000.0,-2990000000.0,13653000000.0,0.8623113976057236,,,-0.01471893331024481,-0.0038331454340473506,-0.001899213222992769,27.63688850402832,,,,,,,,,,,XOM
2020-12-31,,,,,332750000000.0,157150000000.0,44893000000.0,56363000000.0,4364000000.0,20458000000.0,,,,,,,0.7964977023934141,,,,,,33.98419952392578,,,,,,,,,,,XOM
2021-03-31,59147000000.0,2730000000.0,,,333770000000.0,156974000000.0,48195000000.0,60150000000.0,3515000000.0,18185000000.0,,,,9264000000.0,6864000000.0,2400000000.0,0.8012468827930175,,,0.04615618712698869,0.0173914151388128,0.008179285136471223,46.811222076416016,,,,,,,,,,,XOM
2021-06-30,67742000000.0,4690000000.0,,,337289000000.0,158571000000.0,52842000000.0,62238000000.0,3465000000.0,15293000000.0,,,,18914000000.0,13767000000.0,5147000000.0,0.8490311385327292,,,0.06923326739688819,0.029576656513486073,0.013904989489725428,53.66056442260742,,,,,,,,,,,XOM
2021-09-30,73786000000.0,6750000000.0,,,336688000000.0,160589000000.0,55555000000.0,61856000000.0,4768000000.0,12966000000.0,,,,31005000000.0,23018000000.0,7987000000.0,0.8981343766166581,,,0.09148076870951129,0.04203276687693429,0.020048234567314548,50.79402160644531,,,,,,,,,,,XOM
2021-12-31,,,,,338923000000.0,168577000000.0,59154000000.0,56643000000.0,6802000000.0,4276000000.0,,,,,,,1.0443302791165723,,,,,,53.55077362060547,,,,,,,,,,,XOM
2022-03-31,90500000000.0,5480000000.0,,,354771000000.0,169215000000.0,77255000000.0,72059000000.0,11074000000.0,4886000000.0,,,,14788000000.0,10877000000.0,3911000000.0,1.0721075785120526,,,0.060552486187845304,0.032384835859705106,0.015446583852682435,73.08038330078125,,,,,,,,,,,XOM
2022-06-30,115681000000.0,17850000000.0,,,367774000000.0,177316000000.0,93163000000.0,80110000000.0,18861000000.0,7367000000.0,,,,34751000000.0,27003000000.0,7748000000.0,1.1629384596180252,,,0.15430364536959396,0.10066773444020845,0.048535241751727964,76.55542755126953,,,,,,,,,,,XOM
2022-09-30,112070000000.0,19660000000.0,,,370152000000.0,186100000000.0,99289000000.0,74057000000.0,30407000000.0,6182000000.0,,,,59176000000.0,46552000000.0,12624000000.0,1.3407105337780358,,,0.17542607299009547,0.10564212788823213,0.05311331561088418,78.80660247802734,,,,,,,,,,,XOM
2022-12-31,,,,,369067000000.0,195049000000.0,97631000000.0,69045000000.0,29640000000.0,634000000.0,,,,,,,1.414019842131943,,,,,,100.35902404785156,,,,,,,,,,,XOM
2023-03-31,86564000000.0,11430000000.0,,,369371000000.0,198685000000.0,97224000000.0,66666000000.0,32651000000.0,2296000000.0,,,,16341000000.0,10929000000.0,5412000000.0,1.4583745837458375,,,0.132041033223973,0.05752824823212623,0.030944497537705992,100.54446411132812,,,,,,,,,,,XOM
2023-06-30,82914000000.0,7880000000.0,,,363248000000.0,199046000000.0,91760000000.0,61815000000.0,29528000000.0,3929000000.0,,,,25724000000.0,14953000000.0,10771000000.0,1.4844293456280837,,,0.09503823238536314,0.03958883876088944,0.021693168303748404,99.1880874633789,,,,,,,,,,,XOM
2023-09-30,90760000000.0,9070000000.0,,,372259000000.0,199703000000.0,101142000000.0,71186000000.0,32944000000.0,4743000000.0,,,,41687000000.0,25996000000.0,15691000000.0,1.4208130812238362,,,0.0999338915821948,0.045417444905684945,0.024364756795671832,109.63298034667969,,,,,,,,,,,XOM
2023-12-31,,,,,376317000000.0,204802000000.0,96609000000.0,65316000000.0,31539000000.0,4090000000.0,,,,,,,1.4791015983832445,,,,,,94.07500457763672,,,,,,,,,,,XOM
2024-03-31,83083000000.0,8220000000.0,,,377918000000.0,205250000000.0,99377000000.0,71921000000.0,33320000000.0,8227000000.0,,,,14664000000.0,9590000000.0,5074000000.0,1.3817522003309186,,,0.0989372073709423,0.04004872107186358,0.021750750162733715,110.39114379882812,,,,,,,,,,,XOM
2024-06-30,93060000000.0,9240000000.0,,,460707000000.0,268405000000.0,96238000000.0,70763000000.0,26460000000.0,6621000000.0,,,,25224000000.0,13915000000.0,11309000000.0,1.3600045221372752,,,0.09929078014184398,0.03442558819694119,0.020056131120213063,110.21549987792969,,,,,,,,,,,XOM
2024-09-30,90016000000.0,8610000000.0,,,461916000000.0,268592000000.0,94349000000.0,69993000000.0,26926000000.0,5632000000.0,,,,42793000000.0,25324000000.0,17469000000.0,1.347977654908348,,,0.09564966228226093,0.0320560552808721,0.018639752682305874,113.12954711914062,,,,,,,,,,,XOM
2024-12-31,,,,,453475000000.0,263705000000.0,91990000000.0,70307000000.0,23029000000.0,4955000000.0,,,,,,,1.3084045685351386,,,,,,104.66935729980469,,,,,,,,,,,XOM
2025-03-31,83130000000.0,7713000000.0,,,451908000000.0,262720000000.0,91233000000.0,73829000000.0,17036000000.0,4728000000.0,,,,12953000000.0,7055000000.0,5898000000.0,1.2357339256931559,,,0.09278238902923132,0.029358252131546893,0.017067633235083247,116.75814819335938,,,,,,,,,,,XOM
2025-06-30,81506000000.0,7082000000.0,,,447597000000.0,262593000000.0,85108000000.0,68161000000.0,14352000000.0,5419000000.0,,,,24503000000.0,12322000000.0,12181000000.0,1.2486319156115668,,,0.0868893087625451,0.02696949271305785,0.01582226869259624,106.8061294555664,,,,,,,,,,,XOM
